symbol,timestamp,open,high,low,close,volume
300750.SZ,20240528,185.79,186.91,183.93,184.13,126900
300750.SZ,20240529,184.34,188.83,184.13,185.12,133388
300750.SZ,20240530,185.38,187.21,183.99,185.68,127840
300750.SZ,20240531,185.68,188.58,184.09,184.09,138086
300750.SZ,20240603,184.09,189.93,182.13,188.83,187181
300750.SZ,20240604,188.32,193.57,187.33,192.3,177149
300750.SZ,20240605,192.03,194.18,190.34,190.45,117774
300750.SZ,20240606,190.31,193.21,188.53,191.12,124126
300750.SZ,20240607,185.19,188.78,173.92,179.53,516868
300750.SZ,20240611,175.33,178.33,170.94,175.1,420724
300750.SZ,20240612,172.33,176.09,171.81,171.93,203104
300750.SZ,20240613,173.33,176.34,171.45,171.51,221176
300750.SZ,20240614,172.43,172.91,164.91,171.22,371849
300750.SZ,20240617,168.88,176.83,168.64,174.53,269293
300750.SZ,20240618,174.48,176.8,173.35,176.66,156529
300750.SZ,20240619,176.93,177.03,174.01,175.34,107540
300750.SZ,20240620,176.32,176.44,173.43,174.32,115624
300750.SZ,20240621,174.64,175.29,168.7,171.49,184677
300750.SZ,20240624,169.33,174.32,169.33,173.31,180355
300750.SZ,20240625,173.33,175.53,171.93,172.65,144144
300750.SZ,20240626,171.45,172.96,169.53,171.84,104814
300750.SZ,20240627,171.84,172.21,169.34,171.33,126536
300750.SZ,20240628,170.13,171.81,166.17,166.36,194205
300750.SZ,20240701,165.52,165.61,157.5,162.4,269957
300750.SZ,20240702,160.18,163.29,158.44,162.41,144156
300750.SZ,20240703,163.33,168.83,162.64,165.83,162053
300750.SZ,20240704,166.72,169.32,165.53,165.93,118346
300750.SZ,20240705,167.33,168.82,162.83,163.95,135247
300750.SZ,20240708,162.34,164.7,161.34,162.24,108064
300750.SZ,20240709,161.63,163.63,159.42,162.1,164439
300750.SZ,20240710,161.34,166.42,159.38,159.38,177729
300750.SZ,20240711,161.33,165.31,159.82,163.34,208111
300750.SZ,20240712,164.18,168.1,163.33,166.13,195505
300750.SZ,20240715,164.63,166.28,163.44,164.45,114697
300750.SZ,20240716,163.83,166.83,163.63,165.63,151487
300750.SZ,20240717,164.33,168.99,162.27,167.22,185901
300750.SZ,20240718,166.33,175.43,166.01,174.68,319944
300750.SZ,20240719,172.68,176.42,172.53,175.77,208476
300750.SZ,20240722,177.52,180.51,173.73,175.85,171683
300750.SZ,20240723,175.34,176.03,172.53,172.53,119031
300750.SZ,20240724,172.33,175.42,171.72,172.65,144681
300750.SZ,20240725,172.45,177.06,171.39,174.06,205959
300750.SZ,20240726,176.33,179.63,174.38,175.68,233477
